Time - Force	Amplitude - Force
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,8	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
2,9	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,1	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,2	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,3	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,4	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,5	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,6	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
